信号类型,评分,突破/底部日期,突破价/前高,当前价,突破后涨幅,成交额倍量比,W2量能比(vs W1),距今(周),gain_w1,日线确认,股票代码,股票名称,ATR%,网格步长,RPS120(百分位),10日涨幅排名,回踩低点,回踩幅度,距低点涨幅,回踩周数,辨识度级别
买点1-W1(下周一入场),35.9,2026-08-14,24.97,24.97,+0.0%,1.97,,0,0.0754,大阴线,sh.688105,诺唯赞,7.79,9.35,95.7,82,,,,,
买点1-W1(下周一入场),42.0,2026-08-14,67.0,67.0,+0.0%,4.38,,0,0.2447,是,sh.688114,华大智造,6.73,8.08,77.9,190,,,,,
买点1-W1(下周一入场),35.1,2026-08-14,100.08,100.08,+0.0%,1.69,,0,0.059,大阴线,sh.688131,皓元医药,5.97,7.16,93.1,314,,,,,
买点1-W1(下周一入场),35.7,2026-08-14,108.76,108.76,+0.0%,1.92,,0,0.1436,是,sh.688202,美迪西,7.46,8.95,95.9,58,,,,,
买点1-W1(下周一入场),36.8,2026-08-14,38.64,38.64,+0.0%,2.28,,0,0.1395,大阴线,sh.688222,成都先导,7.02,8.42,90.6,112,,,,,
买点1-W1(下周一入场),35.9,2026-08-14,7.5,7.5,+0.0%,1.96,,0,0.0823,是,sh.688238,和元生物,5.06,6.07,81.1,165,,,,,
买点1-W1(下周一入场),35.1,2026-08-14,10.78,10.78,+0.0%,1.69,,0,0.1604,是,sh.688247,宣泰医药,5.14,6.17,81.2,270,,,,,
买点1-W1(下周一入场),42.0,2026-08-14,49.68,49.68,+0.0%,4.41,,0,0.158,大阴线,sh.688265,南模生物,7.24,8.69,83.1,43,,,,,
买点1-W1(下周一入场),35.5,2026-08-14,23.99,23.99,+0.0%,1.85,,0,0.2436,是,sh.688296,和达科技,5.19,6.23,93.6,24,,,,,
买点1-W1(下周一入场),36.3,2026-08-14,31.92,31.92,+0.0%,2.09,,0,0.0977,是,sh.688428,诺诚健华,5.62,6.74,91.3,641,,,,,
买点1-W1(下周一入场),35.7,2026-08-14,72.1,72.1,+0.0%,1.88,,0,0.167,大幅回吐/大阴线,sh.688485,九州一轨,8.98,10.78,99.4,101,,,,,
买点1-W1(下周一入场),41.6,2026-08-14,23.12,23.12,+0.0%,3.86,,0,0.1796,大阴线,sz.000668,荣丰控股,6.48,7.78,96.3,707,,,,,
买点1-W1(下周一入场),34.9,2026-08-14,5.87,5.87,+0.0%,1.62,,0,0.1245,大阴线,sz.002388,新亚制程,5.96,7.15,80.3,390,,,,,
买点1-W2(缩量),45.0,2026-08-07,58.5,59.64,+1.9%,1.66,0.59,1,0.246,是,sz.002768,国恩股份,5.57,6.68,96.7,364,,,,,1
买点2,5.0,2026-07-31,25.99,26.08,,0.75,,2,,,sz.002832,比音勒芬,5.87,7.04,97.2,3729,24.62,5.3%,+5.9%,1.0,5
买点1-W1(下周一入场),40.8,2026-08-14,48.0,48.0,+0.0%,3.61,,0,0.1779,大阴线,sz.002870,香山股份,4.04,4.85,89.8,407,,,,,
买点1-W1(下周一入场),35.4,2026-08-14,19.25,19.25,+0.0%,1.81,,0,0.0577,大阴线,sz.300119,瑞普生物,4.4,5.28,79.3,1264,,,,,
买点1-W2(温和),36.9,2026-08-07,37.19,38.93,+4.7%,2.31,0.99,1,0.333,大阴线,sz.300209,行云科技,10.27,12.32,99.9,116,,,,,1
买点1-W1(下周一入场),35.9,2026-08-14,12.78,12.78,+0.0%,1.98,,0,0.1162,是,sz.300434,金石亚药,4.73,5.68,88.7,297,,,,,
买点1-W1(下周一入场),36.6,2026-08-14,54.77,54.77,+0.0%,2.19,,0,0.1531,是,sz.300725,药石科技,5.91,7.09,91.7,52,,,,,
买点1-W1(下周一入场),34.8,2026-08-14,49.12,49.12,+0.0%,1.61,,0,0.0848,大阴线,sz.300759,康龙化成,6.01,7.21,95.8,215,,,,,
买点2,5.0,2026-07-24,14.79,16.82,,1.11,,3,,,sz.300929,华骐环保,4.82,5.78,92.6,439,13.5,8.7%,+24.6%,2.0,2
买点1-W1(下周一入场),36.4,2026-08-14,26.89,26.89,+0.0%,2.12,,0,0.1265,是,sz.301015,百洋医药,4.63,5.56,87.2,662,,,,,
买点1-W1(下周一入场),36.2,2026-08-14,130.15,130.15,+0.0%,2.06,,0,0.2064,大阴线,sz.301047,义翘神州,7.65,9.18,97.3,6,,,,,
买点1-W1(下周一入场),39.7,2026-08-14,38.59,38.59,+0.0%,3.22,,0,0.1903,大阴线,sz.301230,泓博医药,7.28,8.74,82.6,27,,,,,
