信号类型,评分,突破/底部日期,突破价/前高,当前价,突破后涨幅,成交额倍量比,W2量能比(vs W1),距今(周),gain_w1,日线确认,股票代码,股票名称,ATR%,网格步长,RPS120(百分位),10日涨幅排名,回踩低点,回踩幅度,距低点涨幅,回踩周数,辨识度级别
买点2,5.0,2026-06-26,74.22,77.53,,1.29,,2,,,sh.603757,大元泵业,9.76,11.71,92.5,1306,74.07,0.2%,+4.7%,1.0,2
买点1-W1(下周一入场),37.1,2026-07-10,208.8,208.8,+0.0%,2.35,,0,0.1773,大阴线,sh.603893,瑞芯微,6.17,7.4,79.2,298,,,,,
买点1-W1(下周一入场),34.8,2026-07-10,15.92,15.92,+0.0%,1.6,,0,0.2162,大阴线,sh.603903,中持股份,6.34,7.61,82.2,104,,,,,
买点1-W1(下周一入场),34.9,2026-07-10,18.8,18.8,+0.0%,1.65,,0,0.1869,是,sh.603928,兴业股份,8.31,9.97,88.6,13,,,,,
买点1-W2(温和),34.7,2026-07-03,151.1,161.31,+6.8%,1.55,0.87,1,0.1898,大阴线,sh.603991,领先股份,7.78,9.34,96.8,81,,,,,1
买点1-W1(下周一入场),36.4,2026-07-10,18.86,18.86,+0.0%,2.13,,0,0.1451,是,sh.605208,永茂泰,5.37,6.44,88.3,56,,,,,
买点1-W1(下周一入场),34.9,2026-07-10,10.13,10.13,+0.0%,1.65,,0,0.1193,大阴线,sh.605377,华旺科技,6.13,7.36,83.7,228,,,,,
买点1-W3(温和),28.3,2026-06-26,141.5,132.0,-6.7%,2.75,1.07,2,0.2064,大阴线,sh.688028,沃尔德,10.63,12.76,96.0,3874,,,,,
买点1-W3(温和),24.7,2026-06-26,354.9,383.23,+8.0%,1.55,1.43,2,0.2111,大阴线,sh.688037,芯源微,11.63,13.96,93.6,737,,,,,
买点2,5.0,2026-06-26,344.9,353.0,,0.98,,2,,,sh.688041,海光信息,7.64,9.17,89.7,1920,322.29,6.6%,+9.5%,1.0,3
买点1-W3(温和),29.7,2026-06-26,22.8,25.46,+11.7%,3.24,1.63,2,0.1918,是,sh.688046,药康生物,7.4,8.88,90.9,430,,,,,
买点1-W3(温和),28.8,2026-06-26,70.31,76.97,+9.5%,2.94,1.31,2,0.1925,大阴线,sh.688115,思林杰,8.86,10.63,83.0,591,,,,,
买点1-W3(温和),32.0,2026-06-26,24.9,25.92,+4.1%,4.05,0.87,2,0.1196,大幅回吐/大阴线,sh.688179,阿拉丁,11.01,13.21,95.8,1338,,,,,
买点1-W3(温和),27.4,2026-06-26,51.78,52.3,+1.0%,2.46,1.24,2,0.1368,大阴线,sh.688181,八亿时空,10.32,12.38,89.2,2358,,,,,
买点1-W2(缩量),44.8,2026-07-03,22.58,22.68,+0.4%,1.59,0.78,1,0.176,是,sh.688207,格灵深瞳,8.7,10.44,88.6,207,,,,,3
买点1-W3(温和),25.3,2026-06-26,58.11,54.12,-6.9%,1.76,1.3,2,0.1631,是,sh.688249,晶合集成,12.2,14.64,90.1,3897,,,,,
买点1-W3(温和),25.6,2026-06-26,231.99,195.22,-15.8%,1.87,0.86,2,0.2316,大阴线,sh.688268,华特气体,15.66,18.79,98.5,4573,,,,,
买点1-W3(温和),25.0,2026-06-26,21.0,22.0,+4.8%,1.67,1.23,2,0.0995,大阴线,sh.688352,颀中科技,11.6,13.92,92.5,1245,,,,,
买点1-W3(温和),25.1,2026-06-26,201.99,203.89,+0.9%,1.71,1.29,2,0.193,大阴线,sh.688392,骄成超声,11.99,14.39,91.9,2380,,,,,
买点1-W3(温和),25.5,2026-06-26,163.91,169.59,+3.5%,1.85,1.19,2,0.072,大幅回吐/大阴线,sh.688535,华海诚科,12.11,14.53,96.1,1570,,,,,
买点1-W3(温和),24.5,2026-06-26,94.0,86.89,-7.6%,1.51,1.43,2,0.4292,是,sh.688669,聚石化学,14.29,17.15,99.1,3975,,,,,
买点1-W3(温和),26.3,2026-06-26,36.1,36.58,+1.3%,2.1,1.09,2,0.0916,大幅回吐/大阴线,sh.688729,屹唐股份,12.73,15.28,87.8,2255,,,,,
买点1-W3(温和),24.8,2026-06-26,727.01,703.0,-3.3%,1.6,1.09,2,0.2322,是,sh.688766,普冉股份,14.21,17.05,99.5,3356,,,,,
买点2,5.0,2026-06-26,148.76,163.02,,1.08,,2,,,sh.688981,中芯国际,7.49,8.99,84.5,581,144.1,3.1%,+13.1%,1.0,4
买点1-W3(温和),25.7,2026-06-26,53.51,57.91,+8.2%,1.9,1.43,2,0.215,大阴线,sz.000021,深科技,9.54,11.45,96.9,708,,,,,
买点1-W3(温和),24.5,2026-06-26,5.4,5.12,-5.2%,1.51,1.26,2,0.08,大阴线,sz.000100,TCL科技,7.83,9.4,80.0,3688,,,,,
买点1-W1(下周一入场),34.8,2026-07-10,166.3,166.3,+0.0%,1.6,,0,0.1201,大幅回吐/大阴线,sz.001270,铖昌科技,8.59,10.31,94.0,175,,,,,
买点1-W3(温和),25.0,2026-06-26,30.52,26.75,-12.4%,1.66,0.92,2,0.125,大阴线,sz.002056,横店东磁,10.31,12.37,87.7,4370,,,,,
买点1-W1(下周一入场),35.6,2026-07-10,19.17,19.17,+0.0%,1.86,,0,0.0967,大阴线,sz.002077,大港股份,5.9,7.08,84.2,1572,,,,,
买点1-W1(下周一入场),35.0,2026-07-10,12.02,12.02,+0.0%,1.67,,0,0.1536,是,sz.002137,实益达,7.83,9.4,87.9,622,,,,,
买点2,5.0,2026-06-26,22.56,25.31,,1.12,,2,,,sz.002185,华天科技,8.31,9.97,97.0,397,19.51,13.5%,+29.7%,1.0,1
买点1-W2(温和),34.8,2026-07-03,27.44,29.54,+7.7%,1.6,0.91,1,0.2147,是,sz.002317,众生药业,7.11,8.53,88.1,53,,,,,1
买点1-W2(缩量),44.6,2026-07-03,199.5,207.17,+3.8%,1.55,0.77,1,0.0578,大幅回吐/大阴线,sz.002409,雅克科技,9.28,11.14,97.5,558,,,,,1
买点1-W3(温和),32.0,2026-06-26,12.49,11.18,-10.5%,4.56,0.83,2,0.1303,大阴线,sz.002452,长高电气,7.64,9.17,86.1,4242,,,,,
买点1-W1(下周一入场),42.0,2026-07-10,15.76,15.76,+0.0%,3.99,,0,0.2322,是,sz.002457,青龙管业,6.27,7.52,87.8,66,,,,,
买点1-W3(温和),28.1,2026-06-26,9.89,9.68,-2.1%,2.72,0.93,2,0.2696,是,sz.002631,德尔未来,8.25,9.9,92.1,3138,,,,,
买点1-W3(温和),24.8,2026-06-26,19.44,17.92,-7.8%,1.61,1.3,2,0.0971,大阴线,sz.002643,万润股份,7.84,9.41,81.1,3997,,,,,
买点1-W3(缩量),34.9,2026-06-26,14.04,15.9,+13.2%,1.62,0.65,2,0.1424,是,sz.002774,快意电梯,6.94,8.33,82.9,347,,,,,
买点1-W3(缩量),34.8,2026-06-26,23.21,21.0,-9.5%,1.58,0.68,2,0.3605,是,sz.300005,探路者,9.17,11.0,94.5,4158,,,,,
买点1-W3(温和),32.0,2026-06-26,28.11,25.59,-9.0%,4.44,1.01,2,0.2049,大阴线,sz.300077,国民技术,11.55,13.86,83.3,4110,,,,,
买点1-W1(下周一入场),34.6,2026-07-10,8.18,8.18,+0.0%,1.55,,0,0.1129,大幅回吐/大阴线,sz.300105,龙源技术,7.24,8.69,80.8,529,,,,,
买点1-W1(下周一入场),36.6,2026-07-10,6.2,6.2,+0.0%,2.19,,0,0.1171,大阴线,sz.300145,南方泵业,7.43,8.92,87.1,253,,,,,
买点1-W3(温和),25.0,2026-06-26,24.39,21.76,-10.8%,1.67,1.53,2,0.0711,大幅回吐/大阴线,sz.300151,昌红科技,9.81,11.77,86.4,4269,,,,,
买点1-W3(温和),25.1,2026-06-26,233.21,219.9,-5.7%,1.71,1.28,2,0.2535,是,sz.300223,北京君正,11.76,14.11,94.1,3754,,,,,
买点1-W3(温和),29.0,2026-06-26,20.81,19.92,-4.3%,2.99,0.9,2,0.2901,是,sz.300382,斯莱克,9.24,11.09,85.5,3535,,,,,
买点1-W3(温和),25.9,2026-06-26,9.68,8.35,-13.7%,1.97,0.81,2,0.2924,是,sz.300420,五洋自控,13.69,16.43,96.0,4459,,,,,
买点1-W3(温和),25.8,2026-06-26,39.73,38.77,-2.4%,1.92,1.26,2,0.0709,大阴线,sz.300480,光力科技,9.24,11.09,96.6,3206,,,,,
买点1-W3(温和),28.8,2026-06-26,20.66,18.32,-11.3%,2.93,0.8,2,0.0606,大幅回吐/大阴线,sz.300497,富祥股份,9.67,11.6,82.6,4305,,,,,
买点2,5.0,2026-06-26,6.26,6.57,,0.79,,2,,,sz.300506,名家汇,8.53,10.24,91.5,1202,6.25,0.2%,+5.1%,1.0,2
买点1-W2(温和),36.3,2026-07-03,41.21,44.94,+9.1%,2.08,0.95,1,0.3511,大阴线,sz.300540,蜀道装备,10.16,12.19,97.0,16,,,,,1
买点1-W1(下周一入场),35.0,2026-07-10,30.09,30.09,+0.0%,1.67,,0,0.1083,大阴线,sz.300649,杭州园林,5.48,6.58,96.2,454,,,,,
买点1-W1(下周一入场),35.3,2026-07-10,69.61,69.61,+0.0%,1.77,,0,0.1226,大幅回吐/大阴线,sz.300684,中石科技,8.51,10.21,89.2,143,,,,,
买点2,5.0,2026-06-26,23.72,23.9,,0.49,,2,,,sz.300786,国林科技,7.63,9.16,88.4,2435,21.92,7.6%,+9.0%,1.0,5
买点1-W3(温和),27.4,2026-06-26,53.3,51.63,-3.1%,2.46,0.93,2,0.2097,大阴线,sz.300907,康平科技,10.73,12.88,93.2,3254,,,,,
买点1-W3(温和),26.3,2026-06-26,45.03,41.98,-6.8%,2.11,1.16,2,0.0877,大幅回吐/大阴线,sz.300943,春晖智控,10.41,12.49,95.4,3886,,,,,
买点1-W3(温和),32.0,2026-06-26,28.18,30.13,+6.9%,4.93,0.91,2,0.0558,大幅回吐/大阴线,sz.300966,共同药业,9.24,11.09,90.0,860,,,,,
买点2,5.0,2026-06-26,102.91,109.04,,1.05,,2,,,sz.300990,同飞股份,8.39,10.07,83.8,1006,100.1,2.7%,+8.9%,1.0,4
买点2,5.0,2026-06-26,54.7,58.64,,0.63,,2,,,sz.301310,鑫宏业,8.42,10.1,95.3,819,53.25,2.7%,+10.1%,1.0,2
买点1-W1(下周一入场),35.1,2026-06-26,10.25,10.25,+0.0%,1.7,,0,0.0824,大阴线,sz.300214,日科化学,5.63,6.76,90.7,24,,,,,
